"neighbourhood_group","date","m2_price","inflation","HICP","population_density","listings_count","minimum_nights","nigth_price","availability_365","listing_reviews","number_of_reviews","reviews_per_month","hosts_count","Private_room","Entire_home","Hotel_room","Shared_room"
"Latina",2016-09-01,9.3,0,0,807,16,3.6875,64.75,117.5,54,214.5625,1.941875,14,8,8,0,0
"Latina",2016-10-01,9.4,1.1,0.5,807,20,3.05,64.4117647058823,114.8,61,178.65,1.6075,17,11,9,0,0
"Latina",2016-11-01,9.3,0.4,0.5,807,20,3.1,54.625,116.2,49,181.75,1.6455,17,12,8,0,0
"Latina",2016-12-01,9.4,0.6,1.4,807,18,3.88888888888889,62.2666666666667,138.722222222222,43,200.722222222222,1.81777777777778,16,9,9,0,0
"Carabanchel",2016-01-01,8.9,-1.9,-0.4,807,5,134.2,27.6666666666667,59,7,158.6,1.422,4,3,2,0,0
"Carabanchel",2016-02-01,8.9,-0.4,-1,807,6,5.5,39.6,131.5,17,224.5,2.03,6,4,2,0,0
"Carabanchel",2016-03-01,8.9,0.6,-1,807,9,2.33333333333333,72.1666666666667,62.5555555555556,19,176,1.59777777777778,9,5,4,0,0
"Carabanchel",2016-04-01,9,0.7,-1.2,807,7,4.85714285714286,79,99.2857142857143,28,166.428571428571,1.48142857142857,7,3,4,0,0
"Carabanchel",2016-05-01,9.1,0.5,-1.1,807,12,29.4166666666667,58,95.6666666666667,41,108.5,0.971666666666667,11,7,5,0,0
"Carabanchel",2016-06-01,9.1,0.5,-0.9,807,9,4.66666666666667,73.8333333333333,42.4444444444444,32,174.888888888889,1.58555555555556,9,4,5,0,0
"Carabanchel",2016-07-01,9.2,-0.7,-0.7,807,9,2.55555555555556,86.2,52.1111111111111,25,120.666666666667,1.10111111111111,9,3,6,0,0
"Carabanchel",2016-08-01,9.2,0.1,-0.3,807,6,2,82,9.83333333333333,15,238.333333333333,2.17166666666667,6,3,3,0,0
"Carabanchel",2016-09-01,9.2,0,0,807,14,6,62.9090909090909,80.3571428571429,47,146.714285714286,1.36357142857143,14,9,5,0,0
"Carabanchel",2016-10-01,9.3,1.1,0.5,807,12,5.25,74.25,64.0833333333333,55,159.083333333333,1.4775,12,7,5,0,0
"Carabanchel",2016-11-01,9.4,0.4,0.5,807,13,54.3846153846154,51.5555555555556,92.1538461538462,31,147.846153846154,1.36923076923077,12,8,5,0,0
"Carabanchel",2016-12-01,9.6,0.6,1.4,807,14,30.5,64.6,94.7142857142857,31,173.214285714286,1.66357142857143,13,7,7,0,0
"Usera",2016-01-01,9.1,-1.9,-0.4,807,2,1.5,132,117,5,186,1.755,2,1,1,0,0
"Usera",2016-02-01,9.1,-0.4,-1,807,3,2,146.333333333333,111.333333333333,5,132.666666666667,1.25333333333333,3,1,2,0,0
"Usera",2016-03-01,9,0.6,-1,807,2,2,150,80,6,115.5,1.09,2,0,2,0,0
"Usera",2016-04-01,9.1,0.7,-1.2,807,6,3.66666666666667,101.5,123.5,15,92.5,0.881666666666667,5,1,5,0,0
"Usera",2016-05-01,9.1,0.5,-1.1,807,10,4.1,83.2222222222222,132.6,34,78,0.724,7,3,7,0,0
"Usera",2016-06-01,9.1,0.5,-0.9,807,10,4.2,84,123.6,30,64.2,0.591,7,3,7,0,0
"Usera",2016-07-01,8.9,-0.7,-0.7,807,8,4,85.875,87.125,19,117.25,1.15,6,2,6,0,0
"Usera",2016-08-01,8.9,0.1,-0.3,807,3,2.33333333333333,158.333333333333,86.6666666666667,10,85.6666666666667,0.81,3,0,3,0,0
"Usera",2016-09-01,9,0,0,807,7,4,45.5714285714286,128.571428571429,19,137.142857142857,1.34714285714286,5,3,4,0,0
"Usera",2016-10-01,9.1,1.1,0.5,807,9,3.33333333333333,70.125,130.666666666667,22,140.555555555556,1.37111111111111,8,5,4,0,0
"Usera",2016-11-01,9,0.4,0.5,807,7,2.85714285714286,71,122.142857142857,16,158.857142857143,1.58857142857143,7,4,3,0,0
"Usera",2016-12-01,9.2,0.6,1.4,807,7,4,97.8571428571429,139.857142857143,12,173.714285714286,1.71142857142857,6,2,5,0,0
"Puente de Vallecas",2016-01-01,8.7,-1.9,-0.4,807,7,36.1428571428571,68.5,188.571428571429,13,109.142857142857,0.937142857142857,7,5,2,0,0
"Puente de Vallecas",2016-02-01,8.6,-0.4,-1,807,8,32.125,42.8,118,12,127.625,1.1625,7,6,2,0,0
"Puente de Vallecas",2016-03-01,8.7,0.6,-1,807,5,13,61.25,148.2,14,116.2,1.074,5,3,2,0,0
"Puente de Vallecas",2016-04-01,8.8,0.7,-1.2,807,12,6.83333333333333,73,161.416666666667,23,114.416666666667,1.06833333333333,8,7,4,0,1
"Puente de Vallecas",2016-05-01,8.9,0.5,-1.1,807,16,5.9375,80.5,169.875,44,104.4375,0.9575,14,10,6,0,0
"Puente de Vallecas",2016-06-01,9.2,0.5,-0.9,807,14,20.5,64.9090909090909,138.928571428571,35,114.857142857143,1.04142857142857,12,9,5,0,0
"Puente de Vallecas",2016-07-01,9.2,-0.7,-0.7,807,14,52.6428571428571,73.6666666666667,139.5,32,95.6428571428571,0.898571428571429,11,5,9,0,0
"Puente de Vallecas",2016-08-01,9.2,0.1,-0.3,807,12,8.83333333333333,76.375,116.5,29,116.333333333333,1.08583333333333,10,6,6,0,0
"Puente de Vallecas",2016-09-01,9.2,0,0,807,15,7.6,56.6666666666667,171.533333333333,34,115,1.06466666666667,13,9,5,0,1
"Puente de Vallecas",2016-10-01,9.2,1.1,0.5,807,14,7.85714285714286,64.8461538461538,212.142857142857,55,121.071428571429,1.13571428571429,11,8,5,0,1
"Puente de Vallecas",2016-11-01,9.3,0.4,0.5,807,15,19.2666666666667,70.4545454545455,170.333333333333,31,125.866666666667,1.16133333333333,14,8,7,0,0
"Puente de Vallecas",2016-12-01,9.4,0.6,1.4,807,9,5,64.5,92,21,136.888888888889,1.26222222222222,7,5,4,0,0
"Moratalaz",2016-02-01,8.8,-0.4,-1,807,2,3,115,36,7,159.5,1.43,2,1,1,0,0
"Moratalaz",2016-03-01,8.9,0.6,-1,807,3,3,168.5,52.6666666666667,5,157.333333333333,1.29666666666667,2,1,2,0,0
"Moratalaz",2016-04-01,8.9,0.7,-1.2,807,4,47.25,116,65,9,96.5,0.8875,3,2,2,0,0
"Moratalaz",2016-05-01,8.9,0.5,-1.1,807,5,3,150.666666666667,46,13,152.4,1.298,2,2,3,0,0
"Moratalaz",2016-06-01,8.8,0.5,-0.9,807,4,3,152.5,37.25,9,148.25,1.2575,2,2,2,0,0
"Moratalaz",2016-07-01,8.8,-0.7,-0.7,807,3,3,190,25.6666666666667,9,127.666666666667,1.07,2,2,1,0,0
"Moratalaz",2016-08-01,8.9,0.1,-0.3,807,4,3,152.5,37.25,7,148.25,1.2575,2,2,2,0,0
"Moratalaz",2016-10-01,9.1,1.1,0.5,807,4,47.25,116,65,10,96.5,0.8875,3,2,2,0,0
"Moratalaz",2016-11-01,9.3,0.4,0.5,807,6,32.1666666666667,104.5,68,11,108.166666666667,0.931666666666667,4,3,3,0,0
"Ciudad Lineal",2016-01-01,10.4,-1.9,-0.4,807,7,4,61.5714285714286,261.428571428571,13,149.142857142857,1.32142857142857,6,3,4,0,0
"Ciudad Lineal",2016-02-01,10.6,-0.4,-1,807,11,30.9090909090909,58.8181818181818,205,22,194.909090909091,1.75636363636364,10,5,6,0,0
"Ciudad Lineal",2016-03-01,10.8,0.6,-1,807,10,31.8,57.9,191.7,18,210.5,1.926,9,5,5,0,0
"Ciudad Lineal",2016-04-01,10.9,0.7,-1.2,807,13,3.23076923076923,65.0833333333333,208.923076923077,31,172,1.57461538461538,12,6,7,0,0
"Ciudad Lineal",2016-05-01,11,0.5,-1.1,807,13,3.23076923076923,67.6153846153846,211.692307692308,42,177.769230769231,1.61923076923077,12,7,6,0,0
"Ciudad Lineal",2016-06-01,11,0.5,-0.9,807,12,3.25,63.2727272727273,168.583333333333,33,147.166666666667,1.32083333333333,11,7,5,0,0
"Ciudad Lineal",2016-07-01,10.9,-0.7,-0.7,807,10,3.2,59.1,201.2,33,225.8,2.103,8,5,5,0,0
"Ciudad Lineal",2016-08-01,10.8,0.1,-0.3,807,11,2.72727272727273,55.7777777777778,152.636363636364,45,194.636363636364,1.81363636363636,10,6,5,0,0
"Ciudad Lineal",2016-09-01,10.9,0,0,807,16,2.6875,74.7333333333333,197.875,58,161.25,1.495,15,10,6,0,0
"Ciudad Lineal",2016-10-01,11,1.1,0.5,807,22,16.1818181818182,71.6315789473684,169.409090909091,73,139.090909090909,1.29863636363636,19,14,8,0,0
"Ciudad Lineal",2016-11-01,11.1,0.4,0.5,807,14,23.7142857142857,66.3333333333333,147.285714285714,42,180.714285714286,1.73,13,9,5,0,0
"Ciudad Lineal",2016-12-01,11.3,0.6,1.4,807,13,25.9230769230769,58.8181818181818,144,39,209.923076923077,2.02153846153846,13,6,7,0,0
"Hortaleza",2016-01-01,10.7,-1.9,-0.4,807,8,3.625,166.142857142857,200.5,10,165.125,1.34375,7,2,6,0,0
"Hortaleza",2016-02-01,10.7,-0.4,-1,807,6,2,92.5,186.333333333333,13,123.166666666667,0.948333333333333,6,4,2,0,0
"Hortaleza",2016-03-01,10.7,0.6,-1,807,10,2.6,106.5,156.3,15,148.9,1.254,9,3,7,0,0
"Hortaleza",2016-04-01,10.8,0.7,-1.2,807,9,3.77777777777778,158.857142857143,109.666666666667,15,150.444444444444,1.34777777777778,9,2,7,0,0
"Hortaleza",2016-05-01,10.7,0.5,-1.1,807,13,2.30769230769231,110.909090909091,168.846153846154,31,153.538461538462,1.35769230769231,13,6,7,0,0
"Hortaleza",2016-06-01,10.8,0.5,-0.9,807,10,2.2,129,136.6,16,154.1,1.331,10,4,6,0,0
"Hortaleza",2016-07-01,10.8,-0.7,-0.7,807,5,2.6,83,121,5,147.8,1.422,5,1,4,0,0
"Hortaleza",2016-08-01,10.8,0.1,-0.3,807,2,2.5,154,145,2,225.5,2.12,2,0,2,0,0
"Hortaleza",2016-09-01,10.8,0,0,807,9,2.11111111111111,99.1666666666667,148.888888888889,16,103.666666666667,0.867777777777778,8,3,6,0,0
"Hortaleza",2016-10-01,10.8,1.1,0.5,807,9,2.22222222222222,141.714285714286,147,28,183.888888888889,1.57777777777778,8,3,6,0,0
"Hortaleza",2016-11-01,10.9,0.4,0.5,807,11,3.36363636363636,135,175.636363636364,19,173.727272727273,1.5,10,4,7,0,0
"Hortaleza",2016-12-01,11,0.6,1.4,807,9,2.22222222222222,112.5,161.444444444444,22,184.333333333333,1.64666666666667,9,4,5,0,0
"Villaverde",2016-03-01,8,0.6,-1,807,1,2,120,68,2,51,0.49,1,0,1,0,0
"Villaverde",2016-04-01,8,0.7,-1.2,807,1,2,120,68,1,51,0.49,1,0,1,0,0
"Villaverde",2016-05-01,7.9,0.5,-1.1,807,1,2,120,68,2,51,0.49,1,0,1,0,0
"Villaverde",2016-06-01,7.8,0.5,-0.9,807,2,3.5,102,179.5,6,47,0.42,2,0,2,0,0
"Villaverde",2016-07-01,7.8,-0.7,-0.7,807,1,2,120,68,4,51,0.49,1,0,1,0,0
"Villaverde",2016-08-01,7.9,0.1,-0.3,807,1,2,120,68,2,51,0.49,1,0,1,0,0
"Villaverde",2016-09-01,8.2,0,0,807,2,3.5,102,179.5,4,47,0.42,2,0,2,0,0
"Villaverde",2016-10-01,8.3,1.1,0.5,807,5,13,86,79.8,7,66.2,0.598,5,2,3,0,0
"Villaverde",2016-11-01,8.2,0.4,0.5,807,3,20.6666666666667,106.666666666667,133,7,74,0.756666666666667,3,0,3,0,0
"Villaverde",2016-12-01,8.5,0.6,1.4,807,2,16,105,121.5,10,84.5,0.86,2,0,2,0,0
"Villa de Vallecas",2016-05-01,9.2,0.5,-1.1,807,1,2,45,347,2,85,0.7,1,1,0,0,0
"Villa de Vallecas",2016-06-01,9,0.5,-0.9,807,1,3,150,345,1,30,0.28,1,0,1,0,0
"Villa de Vallecas",2016-10-01,9.2,1.1,0.5,807,3,2,97.5,230.666666666667,4,50.3333333333333,0.453333333333333,3,2,1,0,0
"Vicálvaro",2016-01-01,8.6,-1.9,-0.4,807,1,180,70,364,1,23,0.21,1,0,1,0,0
"Vicálvaro",2016-02-01,8.9,-0.4,-1,807,1,180,70,364,1,23,0.21,1,0,1,0,0
"Vicálvaro",2016-03-01,8.8,0.6,-1,807,1,180,70,364,5,23,0.21,1,0,1,0,0
"Vicálvaro",2016-04-01,8.5,0.7,-1.2,807,1,180,70,364,3,23,0.21,1,0,1,0,0
"Barajas",2016-01-01,9.9,-1.9,-0.4,807,6,1.16666666666667,117,54.3333333333333,35,323,2.47833333333333,5,4,2,0,0
"Barajas",2016-02-01,9.7,-0.4,-1,807,4,1,98,32,33,410.25,3.165,3,3,1,0,0
"Barajas",2016-03-01,9.9,0.6,-1,807,6,1.16666666666667,117,54.3333333333333,34,323,2.47833333333333,5,4,2,0,0
"Barajas",2016-04-01,9.7,0.7,-1.2,807,6,1.16666666666667,117,54.3333333333333,40,323,2.47833333333333,5,4,2,0,0
"Barajas",2016-05-01,9.7,0.5,-1.1,807,6,1.16666666666667,117,54.3333333333333,49,323,2.47833333333333,5,4,2,0,0
"Barajas",2016-06-01,10,0.5,-0.9,807,3,1,98,42.6666666666667,42,482.333333333333,3.77333333333333,2,2,1,0,0
"Barajas",2016-07-01,10.1,-0.7,-0.7,807,4,1.25,117,81.5,42,429.5,3.32,3,2,2,0,0
"Barajas",2016-08-01,10,0.1,-0.3,807,4,1.25,117,81.5,28,429.5,3.32,3,2,2,0,0
"Barajas",2016-09-01,9.9,0,0,807,5,1.2,117,65.2,38,382.4,2.924,4,3,2,0,0
"Barajas",2016-10-01,10.2,1.1,0.5,807,6,1.16666666666667,117,54.3333333333333,56,323,2.47833333333333,5,4,2,0,0
"Barajas",2016-11-01,10.3,0.4,0.5,807,6,1.16666666666667,117,54.3333333333333,26,323,2.47833333333333,5,4,2,0,0
"Barajas",2016-12-01,10.1,0.6,1.4,807,6,1.16666666666667,117,54.3333333333333,21,297.5,2.32833333333333,5,4,2,0,0
"Centro",2017-01-01,17.1,-0.5,2.9,816,744,8.81989247311828,137.816901408451,152.102150537634,2381,272.016129032258,2.42353494623656,517,116,626,2,0
"Centro",2017-02-01,17.4,-0.4,3,816,721,9.52149791955617,140.731511254019,151.470180305132,2291,280.976421636616,2.51138696255201,492,120,600,1,0
"Centro",2017-03-01,17.5,0,2.1,816,745,8.62281879194631,139.850077279753,152.363758389262,2721,277.712751677852,2.50291275167785,514,100,642,2,1
"Centro",2017-04-01,17.5,1,2.6,816,903,7.7452934662237,141.404199475066,144.241417497231,3607,253.016611295681,2.29622369878184,627,144,758,0,1
"Centro",2017-05-01,17.3,-0.1,2,816,955,9.27120418848168,139.181476846058,146.686910994764,4145,250.489005235602,2.29073298429319,658,158,792,1,4
"Centro",2017-06-01,17.3,0,1.6,816,1005,8.83084577114428,138.676829268293,142.225870646766,3971,248.701492537313,2.29466666666667,691,155,847,0,3
"Centro",2017-07-01,17.5,-0.7,1.7,816,988,9.84615384615385,140.300621118012,140.982793522267,3399,253.103238866397,2.3506983805668,678,153,834,0,1
"Centro",2017-08-01,17.3,0.2,2,816,784,8.55612244897959,144.06373292868,144.52806122449,2873,287.664540816327,2.69140306122449,519,113,670,0,1
"Centro",2017-09-01,17.5,0.2,1.8,816,1081,8.62997224791859,142.209459459459,143.048103607771,4273,250.27382053654,2.37107308048104,721,184,893,3,1
"Centro",2017-10-01,17.5,0.9,1.7,816,1071,7.23716153127918,144.170786516854,143.203548085901,4575,255.600373482726,2.4359477124183,715,168,899,2,2
"Centro",2017-11-01,17.8,0.5,1.8,816,989,6.43680485338726,143.408484848485,143.644084934277,3344,270.398382204247,2.59302325581395,661,158,828,2,1
"Centro",2017-12-01,17.9,0,1.2,816,1076,9.05111524163569,141.838926174497,141.760223048327,3386,257.896840148699,2.48982342007435,738,175,896,3,2
"Arganzuela",2017-01-01,12.9,-0.5,2.9,816,58,7.93103448275862,115.355555555556,130.793103448276,164,200.741379310345,1.81844827586207,54,19,39,0,0
"Arganzuela",2017-02-01,13.2,-0.4,3,816,52,7.86538461538461,104.641025641026,137.942307692308,156,233.057692307692,2.14480769230769,49,21,31,0,0
"Arganzuela",2017-03-01,13.3,0,2.1,816,51,8.25490196078431,107.921052631579,128.058823529412,182,227.313725490196,2.0856862745098,48,16,35,0,0
"Arganzuela",2017-04-01,13.7,1,2.6,816,73,6.57534246575342,98.6491228070175,139.821917808219,244,198.684931506849,1.86328767123288,66,28,45,0,0
"Arganzuela",2017-05-01,13.8,-0.1,2,816,75,6.85333333333333,98.2830188679245,118.893333333333,288,196.453333333333,1.84666666666667,70,26,49,0,0
"Arganzuela",2017-06-01,13.5,0,1.6,816,89,5.9438202247191,100.384615384615,123.348314606742,322,181.494382022472,1.72898876404494,81,35,54,0,0
"Arganzuela",2017-07-01,13.7,-0.7,1.7,816,95,6.18947368421053,225.014925373134,113.347368421053,286,172.147368421053,1.65768421052632,85,35,60,0,0
"Arganzuela",2017-08-01,13.8,0.2,2,816,55,6.94545454545455,118.722222222222,107.109090909091,209,249.981818181818,2.45036363636364,50,16,39,0,0
"Arganzuela",2017-09-01,14,0.2,1.8,816,96,2.83333333333333,209.861111111111,128.4375,367,206.916666666667,2.058125,84,39,57,0,0
"Arganzuela",2017-10-01,14.1,0.9,1.7,816,96,5.33333333333333,216.338028169014,120.645833333333,410,211.375,2.11510416666667,84,37,59,0,0
"Arganzuela",2017-11-01,14.1,0.5,1.8,816,86,3.19767441860465,223.588235294118,129.186046511628,286,228.011627906977,2.30558139534884,75,30,56,0,0
"Arganzuela",2017-12-01,13.9,0,1.2,816,102,3.52941176470588,214.220779220779,115.647058823529,313,206.049019607843,2.08745098039216,92,37,65,0,0
"Retiro",2017-01-01,13.8,-0.5,2.9,816,35,8.97142857142857,111.24,129.028571428571,74,156.942857142857,1.36,32,12,23,0,0
"Retiro",2017-02-01,14,-0.4,3,816,34,7.76470588235294,117.24,102.852941176471,75,159.941176470588,1.40147058823529,32,12,22,0,0
"Retiro",2017-03-01,14,0,2.1,816,30,7.93333333333333,117.809523809524,104.066666666667,81,176.533333333333,1.559,27,14,16,0,0
"Retiro",2017-04-01,14.2,1,2.6,816,54,6.14814814814815,144.918918918919,99.1296296296296,159,137.425925925926,1.26851851851852,53,17,37,0,0
"Retiro",2017-05-01,14.4,-0.1,2,816,43,6.7906976744186,148.3125,114.255813953488,159,160.348837209302,1.47976744186047,42,13,30,0,0
"Retiro",2017-06-01,14.4,0,1.6,816,51,6.43137254901961,139.916666666667,112.823529411765,159,143.019607843137,1.33333333333333,48,15,36,0,0
"Retiro",2017-07-01,14.2,-0.7,1.7,816,51,5.84313725490196,136.305555555556,113.980392156863,115,155.43137254902,1.47764705882353,48,18,33,0,0
"Retiro",2017-08-01,14.3,0.2,2,816,33,14.3939393939394,130.72,112.272727272727,94,193.454545454545,1.84272727272727,32,10,23,0,0
"Retiro",2017-09-01,14.5,0.2,1.8,816,58,11.2068965517241,123.815789473684,83.7758620689655,167,148.637931034483,1.41879310344828,53,23,35,0,0
"Retiro",2017-10-01,14.5,0.9,1.7,816,55,5.16363636363636,124.589743589744,102.327272727273,176,154.363636363636,1.47945454545455,51,24,31,0,0
"Retiro",2017-11-01,14.5,0.5,1.8,816,41,13.1463414634146,108.51724137931,102.829268292683,130,196.658536585366,1.92658536585366,37,19,22,0,0
"Retiro",2017-12-01,14.8,0,1.2,816,53,11.8867924528302,106.888888888889,100.169811320755,126,174.301886792453,1.69603773584906,46,23,30,0,0
"Salamanca",2017-01-01,16.3,-0.5,2.9,816,43,6.62790697674419,170.09375,121.720930232558,92,140.255813953488,1.32883720930233,42,10,33,0,0
"Salamanca",2017-02-01,16.4,-0.4,3,816,42,6.66666666666667,183.151515151515,131.809523809524,102,166.404761904762,1.61809523809524,39,12,30,0,0
"Salamanca",2017-03-01,16.5,0,2.1,816,41,7.29268292682927,171.787878787879,131.90243902439,100,166.512195121951,1.6409756097561,40,11,30,0,0
"Salamanca",2017-04-01,16.7,1,2.6,816,54,6.31481481481481,175.463414634146,134.833333333333,174,164.685185185185,1.63777777777778,50,14,40,0,0
"Salamanca",2017-05-01,16.9,-0.1,2,816,64,6,164,146.640625,219,152.671875,1.53390625,60,17,47,0,0
"Salamanca",2017-06-01,16.9,0,1.6,816,68,6.51470588235294,157,133.470588235294,205,148.176470588235,1.47720588235294,64,19,49,0,0
"Salamanca",2017-07-01,16.9,-0.7,1.7,816,70,4.5,157.372549019608,127.328571428571,155,152.571428571429,1.54585714285714,67,24,46,0,0
"Salamanca",2017-08-01,17,0.2,2,816,45,4.42222222222222,197.971428571429,138.844444444444,96,191.511111111111,1.978,40,15,30,0,0
"Salamanca",2017-09-01,17.4,0.2,1.8,816,79,5.08860759493671,169.254237288136,125.101265822785,233,145.303797468354,1.49278481012658,72,27,52,0,0
"Salamanca",2017-10-01,17.8,0.9,1.7,816,76,5.56578947368421,170.951612903226,137.75,264,163.815789473684,1.68592105263158,69,23,53,0,0
"Salamanca",2017-11-01,17.8,0.5,1.8,816,64,3.421875,176.705882352941,142.234375,180,173.109375,1.78375,57,21,43,0,0
"Salamanca",2017-12-01,17.8,0,1.2,816,76,5.84210526315789,147.813559322034,134.460526315789,171,157.618421052632,1.65657894736842,73,25,51,0,0
"Chamartín",2017-01-01,13.9,-0.5,2.9,816,19,8.10526315789474,102.923076923077,107.421052631579,33,139.842105263158,1.28526315789474,17,1,18,0,0
"Chamartín",2017-02-01,14.1,-0.4,3,816,22,7.86363636363636,114.235294117647,146.909090909091,39,146.863636363636,1.37363636363636,20,4,18,0,0
"Chamartín",2017-03-01,14.3,0,2.1,816,22,6.77272727272727,132,126.727272727273,54,154.181818181818,1.47727272727273,21,3,19,0,0
"Chamartín",2017-04-01,14.4,1,2.6,816,30,5.36666666666667,111.6,121.033333333333,94,152.133333333333,1.475,27,7,23,0,0
"Chamartín",2017-05-01,14.7,-0.1,2,816,32,5.78125,106.272727272727,119.03125,105,144.3125,1.4075,28,4,28,0,0
"Chamartín",2017-06-01,14.8,0,1.6,816,41,7.95121951219512,107.035714285714,125.853658536585,107,131.073170731707,1.30536585365854,37,7,34,0,0
"Chamartín",2017-07-01,14.9,-0.7,1.7,816,38,6.65789473684211,109.148148148148,126.026315789474,96,136.552631578947,1.37078947368421,33,7,31,0,0
"Chamartín",2017-08-01,14.9,0.2,2,816,23,8.34782608695652,113.333333333333,106.173913043478,55,165.739130434783,1.68608695652174,20,4,19,0,0
"Chamartín",2017-09-01,15,0.2,1.8,816,31,4.06451612903226,119.388888888889,115.451612903226,98,145.967741935484,1.44516129032258,29,7,24,0,0
"Chamartín",2017-10-01,15.2,0.9,1.7,816,36,6.75,114.826086956522,122.638888888889,107,130.25,1.30166666666667,34,7,29,0,0
"Chamartín",2017-11-01,15.4,0.5,1.8,816,31,4.80645161290323,102.125,127.58064516129,84,155.516129032258,1.58,27,7,24,0,0
"Chamartín",2017-12-01,15.5,0,1.2,816,35,6.2,98,110.857142857143,86,139.942857142857,1.444,31,9,26,0,0
"Tetuán",2017-01-01,13.6,-0.5,2.9,816,22,1.86363636363636,84.5,153.318181818182,67,198.727272727273,1.84454545454545,20,10,12,0,0
"Tetuán",2017-02-01,13.7,-0.4,3,816,25,2.64,74.8333333333333,151.28,85,200.92,1.8872,22,12,13,0,0
"Tetuán",2017-03-01,13.8,0,2.1,816,25,2.56,73.4444444444444,154.88,96,200.56,1.8836,23,13,12,0,0
"Tetuán",2017-04-01,13.7,1,2.6,816,37,2.54054054054054,79.7037037037037,155.891891891892,129,169.621621621622,1.62972972972973,34,17,20,0,0
"Tetuán",2017-05-01,13.8,-0.1,2,816,37,2.78378378378378,79.1724137931034,159.216216216216,132,174.297297297297,1.67648648648649,32,16,21,0,0
"Tetuán",2017-06-01,13.8,0,1.6,816,36,2.72222222222222,75.16,161.027777777778,119,161.694444444444,1.5525,32,18,18,0,0
"Tetuán",2017-07-01,14,-0.7,1.7,816,37,3.75675675675676,89.04,98.1891891891892,119,153.972972972973,1.53567567567568,33,12,25,0,0
"Tetuán",2017-08-01,14.1,0.2,2,816,33,2.96969696969697,79.1818181818182,106.606060606061,105,172.515151515152,1.67484848484848,30,11,22,0,0
"Tetuán",2017-09-01,14.4,0.2,1.8,816,45,2.97777777777778,84.125,119.311111111111,145,155,1.51822222222222,39,20,25,0,0
"Tetuán",2017-10-01,14.4,0.9,1.7,816,41,2.65853658536585,87.7333333333333,135.512195121951,136,158.756097560976,1.55365853658537,36,16,25,0,0
"Tetuán",2017-11-01,14.7,0.5,1.8,816,35,2.34285714285714,90.1923076923077,148.057142857143,102,184.8,1.846,32,16,19,0,0
"Tetuán",2017-12-01,14.9,0,1.2,816,46,3.17391304347826,94.0909090909091,138.782608695652,131,160.086956521739,1.61695652173913,43,17,29,0,0
"Chamberí",2017-01-01,15.7,-0.5,2.9,816,38,10.8421052631579,108.625,97.1842105263158,71,129.526315789474,1.16131578947368,35,8,30,0,0
"Chamberí",2017-02-01,15.7,-0.4,3,816,34,8.79411764705882,104.916666666667,105.352941176471,82,155.323529411765,1.47235294117647,32,8,26,0,0
"Chamberí",2017-03-01,15.7,0,2.1,816,38,9.21052631578947,104.290322580645,97.4473684210526,92,163.815789473684,1.55815789473684,35,6,32,0,0
"Chamberí",2017-04-01,15.8,1,2.6,816,60,7.1,104.866666666667,103.933333333333,170,130.783333333333,1.22866666666667,53,17,43,0,0
"Chamberí",2017-05-01,15.9,-0.1,2,816,60,4.6,116.555555555556,114.2,162,129.6,1.227,52,15,44,0,1
"Chamberí",2017-06-01,16,0,1.6,816,62,6.61290322580645,104.574468085106,122.032258064516,166,122.693548387097,1.15709677419355,53,18,43,0,1
"Chamberí",2017-07-01,16.2,-0.7,1.7,816,60,8.56666666666667,101.813953488372,106.65,111,128.366666666667,1.23383333333333,53,18,40,0,2
"Chamberí",2017-08-01,16.2,0.2,2,816,32,8.375,100.652173913043,92.125,79,184.46875,1.763125,28,6,26,0,0
"Chamberí",2017-09-01,16.2,0.2,1.8,816,67,6.95522388059702,107.980392156863,107.955223880597,169,130.223880597015,1.25597014925373,59,15,52,0,0
"Chamberí",2017-10-01,16.4,0.9,1.7,816,67,10.4029850746269,105.44,100.029850746269,194,132.44776119403,1.28507462686567,58,20,47,0,0
"Chamberí",2017-11-01,16.6,0.5,1.8,816,70,5.77142857142857,111.591836734694,91.9142857142857,143,110.914285714286,1.09085714285714,60,25,45,0,0
"Chamberí",2017-12-01,16.7,0,1.2,816,67,6.2089552238806,129.8,93.1791044776119,142,128.313432835821,1.28298507462687,61,20,47,0,0
"Latina",2017-01-01,9.6,-0.5,2.9,816,20,3.2,65.9411764705882,114.4,55,183.75,1.698,16,11,9,0,0
"Latina",2017-02-01,9.8,-0.4,3,816,15,4.4,70.0769230769231,141.133333333333,35,225.466666666667,2.084,13,7,8,0,0
"Latina",2017-03-01,9.8,0,2.1,816,18,4.66666666666667,58.6923076923077,105.555555555556,42,194.222222222222,1.80722222222222,16,11,7,0,0
"Latina",2017-04-01,9.9,1,2.6,816,28,4.89285714285714,62.85,106.321428571429,87,160.214285714286,1.48928571428571,23,15,13,0,0
"Latina",2017-05-01,9.8,-0.1,2,816,26,4.92307692307692,60.6666666666667,110.653846153846,81,156.115384615385,1.48192307692308,24,14,12,0,0
"Latina",2017-06-01,9.8,0,1.6,816,34,5.26470588235294,66.16,115.029411764706,98,129.647058823529,1.21647058823529,30,19,15,0,0
"Latina",2017-07-01,10,-0.7,1.7,816,38,5.73684210526316,59.375,115.236842105263,91,117.631578947368,1.11078947368421,35,23,15,0,0
"Latina",2017-08-01,10.3,0.2,2,816,21,2.9047619047619,56.2,121.666666666667,45,183.666666666667,1.72238095238095,17,13,8,0,0
